CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CustomerID
15625623,Stevenson,567,France,Female,45,4,0.0,2,False,True,121053.19,False,15625623
15748123,Chienezie,613,France,Male,20,3,0.0,2,True,True,149613.77,False,15748123
15648735,Cashin,718,France,Male,37,8,0.0,2,True,True,142.81,False,15648735
15634974,Seppelt,614,France,Female,37,8,75150.34,4,False,True,131766.67,True,15634974
15713378,Brownless,711,France,Male,38,10,0.0,2,False,False,53311.78,False,15713378
15753370,McDonald,691,Germany,Female,38,5,114753.76,1,True,False,107665.02,False,15753370
15782659,Mamelu,527,France,Male,32,0,0.0,1,True,False,109523.88,False,15782659
15583364,McGregor,476,France,Female,32,6,111871.93,1,False,False,112132.86,False,15583364
15625942,McDonald,619,Spain,Female,45,0,0.0,2,False,False,113645.4,False,15625942
15720284,Crawford,607,Germany,Female,37,4,135927.06,1,False,False,180890.4,False,15720284
15679642,Feng,695,Spain,Male,44,8,0.0,2,True,True,70974.13,False,15679642
15628007,Genovese,653,France,Male,33,1,0.0,2,False,False,53379.52,False,15628007
15661974,Pirozzi,677,France,Male,46,2,57037.74,1,True,True,158531.01,False,15661974
15689341,Gibbs,655,France,Female,50,10,0.0,4,True,False,179267.94,True,15689341
15607993,Milne,625,France,Female,52,2,79468.96,1,True,True,84606.03,False,15607993
15693267,Dickson,679,Germany,Female,34,7,121063.85,1,True,False,56984.58,False,15693267
15769522,O'Connor,734,France,Male,51,1,118537.47,1,True,True,116912.45,False,15769522
15755825,McGuirk,666,France,Male,39,10,0.0,2,True,False,102999.33,False,15755825
15598175,Toscani,592,Germany,Female,26,4,105082.07,2,True,False,132801.57,False,15598175
15744327,Ruth,564,France,Male,40,4,0.0,1,True,False,85455.62,True,15744327
15798666,Hughes,814,France,Female,36,6,0.0,2,True,True,98657.01,False,15798666
15577064,Onyekaozulu,592,Germany,Male,36,2,104702.65,2,True,False,107948.72,False,15577064
15759436,Aksenov,758,France,Female,50,2,95813.76,3,True,True,67944.09,True,15759436
15690231,K'ung,612,Spain,Female,62,0,167026.61,2,True,True,192892.05,False,15690231
15751561,Meng,498,Germany,Male,61,7,102453.26,1,True,False,187247.56,True,15751561
15739068,Nwoye,638,Germany,Male,25,4,148045.45,2,True,True,114722.42,False,15739068
15758056,Calabresi,558,France,Male,35,1,0.0,2,False,False,111687.57,False,15758056
15742269,Milano,756,France,Female,24,1,0.0,2,True,False,184182.25,False,15742269
15726490,Kirby,782,Spain,Male,52,4,0.0,1,True,True,52759.82,True,15726490
15738411,Ho,505,France,Male,34,10,104498.79,1,False,True,126451.14,False,15738411
15727919,Chukwuemeka,671,Spain,Female,29,6,0.0,2,False,False,12048.67,False,15727919
15709396,Hale,801,France,Male,42,6,0.0,2,True,True,95804.33,False,15709396
15654106,K?,604,France,Male,26,8,149542.52,2,False,True,197911.52,False,15654106
15621653,Rice,716,France,Female,29,10,87946.39,1,True,True,182531.74,False,15621653
15598086,Brown,624,France,Female,45,3,68639.57,1,True,False,168002.31,True,15598086
15752300,Sagese,607,Germany,Male,47,4,148826.32,1,True,True,79450.61,False,15752300
15658693,Aksyonova,827,France,Female,60,2,0.0,2,False,True,60615.83,False,15658693
15631838,Findlay,606,France,Male,61,5,108166.09,2,False,True,8643.21,False,15631838
15803804,Walker,717,Germany,Female,35,5,103214.71,1,True,False,172172.7,False,15803804
15578809,Hao,651,Germany,Male,40,1,134760.21,2,False,False,174434.06,True,15578809
15752026,Hammer,691,France,Male,58,3,0.0,1,False,True,194930.3,True,15752026
15723706,Abbott,573,France,Female,33,0,90124.64,1,True,False,137476.71,False,15723706
15752838,Lucas,723,Spain,Male,38,6,0.0,2,True,True,94415.6,False,15752838
15569571,Davydova,584,Germany,Female,46,6,87361.02,2,True,False,120376.87,True,15569571
15769703,West,550,Germany,Female,45,8,111257.59,1,False,False,97623.42,True,15769703
15679770,Smith,611,France,Female,61,3,131583.59,4,False,True,66238.23,True,15679770
15791102,Mai,549,Germany,Male,41,9,95020.8,3,True,True,131710.59,True,15791102
15655192,Fiorentino,850,Spain,Female,24,1,0.0,2,False,True,69052.87,False,15655192
15709487,Freeman,668,Germany,Male,34,5,80242.37,2,False,False,56780.97,False,15709487
15687130,Nkemjika,686,France,Female,43,0,0.0,1,True,True,170072.9,False,15687130
15755178,Ramos,660,France,Male,50,1,0.0,3,True,True,191849.15,True,15755178
15634772,Mario,682,Spain,Female,59,0,122661.39,1,False,True,84803.76,False,15634772
15617197,Chien,524,France,Male,50,4,0.0,2,True,True,31840.59,True,15617197
15631240,Dubinina,645,France,Female,36,8,0.0,2,True,True,12096.61,True,15631240
15784301,Wang,850,France,Male,42,0,0.0,2,True,False,44165.84,False,15784301
15631310,Hsieh,537,France,Female,53,3,0.0,1,True,True,91406.62,False,15631310
15756560,Moran,599,Spain,Female,46,7,81742.84,2,True,False,83282.21,False,15756560
15732270,Hung,727,Spain,Male,71,8,0.0,1,True,True,198446.91,True,15732270
15739357,Moss,756,Spain,Male,30,2,145127.85,1,False,False,7554.68,False,15739357
15771540,Fedorova,755,France,Male,38,9,148912.44,1,True,False,80416.16,False,15771540
15567486,Li,634,Spain,Female,41,4,0.0,2,True,True,164549.74,False,15567486
15714634,Nebechi,837,France,Male,26,4,89900.24,2,True,False,175477.03,False,15714634
15727021,Obialo,727,Germany,Female,30,8,119027.28,2,True,True,137903.54,False,15727021
15650670,Bateson,567,Germany,Female,40,2,105222.86,2,True,False,93795.86,False,15650670
15711834,Long,650,Spain,Female,30,6,0.0,1,False,False,67997.13,True,15711834
15729763,Nelson,655,Spain,Male,34,1,116114.93,1,True,True,49492.15,False,15729763
15646566,Bell,763,France,Female,58,9,187911.55,1,False,True,35825.18,False,15646566
15645463,Udinese,843,France,Female,27,5,0.0,2,True,True,67494.23,False,15645463
15672144,Mao,667,France,Female,38,6,144432.04,1,True,True,73963.17,True,15672144
15596088,Fanucci,705,France,Female,50,4,77065.9,2,False,True,145159.26,False,15596088
15614878,Yeh,660,Germany,Female,29,6,180520.29,1,True,True,123850.58,False,15614878
15635240,Onuoha,553,France,Male,42,1,0.0,2,False,False,23822.04,False,15635240
15775905,Moore,612,Germany,Female,47,6,130024.87,1,True,True,45750.21,True,15775905
15700657,Thornton,641,Germany,Female,40,2,110086.69,1,True,False,159773.14,False,15700657
15611905,Warlow-Davies,513,Spain,Female,31,5,174853.46,1,True,False,84238.63,False,15611905
15652527,Champion,680,France,Male,44,7,108724.98,1,False,True,72330.46,False,15652527
15785865,Mazzanti,711,France,Male,58,9,91285.13,2,True,True,26767.85,False,15785865
15645942,Macleod,689,Spain,Male,40,2,0.0,2,True,True,164768.82,False,15645942
15688691,Lei,665,Germany,Female,51,9,110610.41,2,False,True,1112.76,True,15688691
15592736,Lucchese,551,Germany,Male,54,5,102994.04,1,True,False,176680.16,True,15592736
15673529,Lombardo,645,Spain,Male,36,4,59893.85,2,True,False,43999.64,False,15673529
15724145,William,616,Germany,Male,29,8,149318.55,1,True,False,140746.13,False,15724145
15704629,Wright,582,France,Female,32,1,116409.55,1,False,True,152790.92,False,15704629
15597896,Ozoemena,365,Germany,Male,30,0,127760.07,1,True,False,81537.85,True,15597896
15731790,Boyle,697,Germany,Female,38,6,132591.36,1,True,True,7387.8,True,15731790
15634719,Chinwendu,704,France,Male,31,0,0.0,2,True,False,183038.33,False,15634719
15703205,Uwaezuoke,656,France,Female,46,5,113402.14,2,True,True,138849.06,False,15703205
15567333,Archambault,712,France,Female,31,7,0.0,2,True,False,170333.38,False,15567333
15754537,Ko,748,France,Male,40,0,0.0,1,False,False,60416.76,False,15754537
15612030,Udegbulam,724,France,Male,28,9,0.0,2,True,True,100240.2,False,15612030
15573242,Greene,691,France,Male,50,6,136953.47,1,True,True,2704.98,False,15573242
15601892,Hunter,563,France,Male,33,8,0.0,2,False,True,68815.05,False,15601892
15663885,Blinova,741,France,Male,32,5,0.0,1,True,True,64839.23,False,15663885
15701096,De Garis,778,France,Male,44,8,123863.64,1,True,False,144494.94,False,15701096
15710450,Okwudiliolisa,848,Spain,Male,22,7,120811.89,1,True,True,185510.34,False,15710450
15790846,Ts'ai,634,Germany,Male,38,2,148430.55,1,True,True,56055.72,False,15790846
15658956,Tuan,505,Germany,Male,40,6,47869.69,2,True,True,155061.97,False,15658956
15755223,Tseng,692,Germany,Male,53,7,150926.99,2,False,False,119817.19,False,15755223
15787318,Holmwood,537,Germany,Female,47,6,103163.35,1,True,False,16259.64,True,15787318
15737310,Thompson,633,France,Male,29,10,130206.28,1,True,False,184654.87,False,15737310
15763665,Y?,833,France,Female,28,4,136674.51,2,False,False,5278.78,False,15763665
15668818,Chidubem,592,Spain,Female,40,2,200322.45,1,True,True,113244.73,False,15668818
15765812,Trevisani,587,Spain,Male,48,1,0.0,2,True,True,8908.0,False,15765812
15704844,Hsiung,550,Spain,Male,62,7,80927.56,1,False,True,64490.67,False,15704844
15744582,Randall,680,France,Female,24,10,0.0,3,True,False,154971.63,True,15744582
15616700,Leach,622,Spain,Female,41,9,0.0,2,True,True,155786.39,False,15616700
15683521,Godfrey,594,Germany,Male,28,0,142574.71,2,True,False,129084.82,False,15683521
15583049,Wallace,643,Germany,Female,34,7,160426.07,1,False,True,188533.11,False,15583049
15643752,Wei,540,France,Male,25,5,116160.23,1,True,False,13411.67,False,15643752
15620398,Mitchell,635,Spain,Female,34,5,98683.47,2,True,False,15733.19,False,15620398
15715707,Light,657,France,Male,32,3,118829.03,2,True,True,73127.61,False,15715707
15814209,Capon,814,France,Male,31,1,118870.92,1,True,False,101704.19,False,15814209
15733768,Hou,600,France,Male,32,1,0.0,1,True,True,101986.16,False,15733768
15755242,Rowe,682,France,Female,46,2,0.0,1,True,True,114442.66,False,15755242
15729412,Holloway,682,France,Male,38,4,107192.38,1,True,True,15669.17,False,15729412
15746564,O'Sullivan,566,France,Male,42,3,108010.78,1,True,True,157486.1,False,15746564
15588446,Udinesi,550,Spain,Male,34,3,0.0,2,False,False,131281.28,False,15588446
15665221,Nwebube,630,France,Male,26,7,129837.72,2,False,True,197001.15,False,15665221
15640846,Chibueze,546,Germany,Female,58,3,106458.31,4,True,False,128881.87,True,15640846
15700209,Walker,486,France,Male,63,9,97009.15,1,True,True,85101.0,False,15700209
15658360,Gregory,762,Spain,Male,35,9,122929.42,2,False,False,149822.04,False,15658360
15602735,Kuo,692,Germany,Male,45,6,152296.83,4,False,True,108040.86,True,15602735
15724834,Wilson,498,France,Female,30,1,0.0,2,False,False,135795.53,False,15724834
15800062,Lanford,850,Spain,Male,49,8,0.0,1,False,False,25867.67,True,15800062
15685300,Meng,603,France,Male,35,6,128993.76,2,True,False,130483.56,False,15685300
15760102,Yeh,551,France,Female,36,5,0.0,1,True,False,183479.12,False,15760102
15787026,Onwuatuegwu,627,Germany,Male,27,0,185267.45,2,True,True,77027.34,False,15787026
15653696,Goliwe,515,France,Female,28,9,0.0,2,False,False,94141.75,False,15653696
15788946,Anthony,605,Spain,Female,29,3,116805.82,1,False,False,4092.75,False,15788946
15600724,Scott,567,Germany,Male,29,5,129750.68,1,True,False,109257.59,False,15600724
15574324,Genovese,568,Germany,Female,29,2,129177.01,2,False,True,104617.99,False,15574324
15707144,Onyeorulu,571,Germany,Male,25,6,82506.72,2,True,False,167705.07,False,15707144
15775891,Myers,634,Germany,Male,48,2,107247.69,1,True,True,103712.05,True,15775891
15711789,Davey,768,Spain,Female,42,3,0.0,1,False,False,161242.99,True,15711789
15600879,Parsons,554,Germany,Female,36,3,157780.93,2,True,False,6089.13,False,15600879
15681196,Chikere,629,France,Male,35,1,172170.36,1,True,True,159777.37,False,15681196
15716000,Hs?eh,638,Spain,Male,48,2,0.0,2,True,True,7919.08,False,15716000
15766776,Sal,576,France,Male,41,1,0.0,1,True,True,188274.6,False,15766776
15680278,Ts'ai,661,Spain,Female,42,9,75361.44,1,True,False,27608.12,True,15680278
15688637,Witt,592,France,Female,27,4,0.0,2,True,True,183569.25,False,15688637
15591179,Skelton,702,Spain,Male,30,2,0.0,2,True,True,145537.32,False,15591179
15677435,Kazantseva,647,France,Female,29,0,98263.46,2,True,False,164717.95,False,15677435
15698619,Bowhay,593,France,Male,43,9,0.0,2,True,True,76357.43,False,15698619
15581036,Beyer,712,Germany,Female,40,3,109308.79,2,True,False,120158.72,True,15581036
15622117,Fries,625,Spain,Female,31,8,0.0,2,True,False,151843.54,False,15622117
15599301,Tao,538,Germany,Female,28,6,164365.44,1,False,True,5698.97,False,15599301
15581548,Kaodilinakachukwu,637,Spain,Female,22,5,98800.0,1,True,False,122865.55,False,15581548
15586870,Ni,632,France,Male,27,4,193125.85,1,True,True,152665.85,False,15586870
15735263,Hsueh,736,France,Male,27,5,51522.75,1,False,True,192131.77,False,15735263
15765322,Connely,755,France,Male,23,5,84284.48,2,True,True,62851.6,False,15765322
15582944,Becker,425,Spain,Female,39,5,0.0,2,True,False,140941.47,False,15582944
15687162,Clayton,461,France,Male,51,9,119889.84,1,False,False,56767.67,True,15687162
15644962,Connolly,745,France,Male,21,4,137910.45,1,True,True,177235.23,False,15644962
15612615,Graham,616,France,Female,37,6,0.0,2,True,False,86242.18,False,15612615
15813439,Ch'ien,587,France,Male,33,5,100116.82,1,True,False,34215.58,False,15813439
15604544,Manfrin,850,Germany,Male,40,4,166082.15,2,False,True,44406.17,False,15604544
15761348,Kuo,601,France,Female,38,0,0.0,2,True,False,165196.65,False,15761348
15785078,Fomin,730,Spain,Male,26,3,0.0,1,True,False,34542.41,False,15785078
15759874,Chamberlain,532,France,Male,44,3,148595.55,1,True,False,74838.64,True,15759874
15643658,Barber,850,Germany,Male,53,2,94078.97,2,True,False,36980.54,False,15643658
15713267,Zimmer,779,Spain,Female,34,5,0.0,2,False,True,111676.63,False,15713267
15737782,Brazenor,562,France,Male,29,9,0.0,1,True,True,25858.68,False,15737782
15815490,Cocci,670,Germany,Male,40,2,164948.98,3,False,False,177028.0,True,15815490
15679410,Caldwell,729,France,Female,62,4,140549.4,1,True,False,30990.16,True,15679410
15756241,Yirawala,767,France,Female,44,2,152509.25,1,True,True,136915.15,False,15756241
15688409,Donaldson,742,France,Female,28,2,191864.51,1,True,False,108457.99,True,15688409
15742272,Ozerova,669,France,Female,44,8,96418.09,1,False,False,131609.48,True,15742272
15717898,Bruce,542,Spain,Male,32,2,131945.94,1,False,True,159737.56,False,15717898
15769582,Kang,586,France,Male,29,3,0.0,2,True,True,142238.54,False,15769582
15635660,Rossi,612,Germany,Male,30,9,142910.15,1,True,False,105890.55,True,15635660
15576723,Ts'ai,740,France,Female,37,7,0.0,2,True,True,194270.91,False,15576723
15591577,Moran,584,France,Male,35,3,146311.58,1,True,True,105443.47,False,15591577
15582325,Jennings,524,France,Male,52,2,87894.26,1,True,False,173899.42,True,15582325
15693947,Tokareva,614,France,Female,19,5,97445.49,2,True,False,122823.34,False,15693947
15760446,Pagnotto,598,France,Female,64,9,0.0,1,False,True,13181.37,True,15760446
15611105,Castella,799,Spain,Male,35,7,0.0,2,False,True,140780.8,False,15611105
15630920,Du Cane,724,France,Male,34,2,154485.74,2,False,False,78560.64,False,15630920
15574910,Ferguson,601,France,Male,50,2,115625.07,1,True,False,185855.21,False,15574910
15756472,Odinakachukwu,804,France,Male,25,7,108396.67,1,True,False,128276.95,False,15756472
15682890,Woronoff,745,Germany,Male,38,5,65095.41,2,True,True,140197.42,False,15682890
15641994,Meng,667,Germany,Male,43,1,103018.45,1,True,False,32462.39,True,15641994
15733297,Sinclair,518,France,Female,38,10,84764.79,1,True,True,162253.9,False,15733297
15767793,Hsu,819,France,Female,38,10,0.0,2,True,False,30498.7,False,15767793
15725698,Panicucci,520,Spain,Female,35,4,115680.81,1,True,True,90280.7,False,15725698
15813532,Burns,625,France,Female,39,5,0.0,2,True,False,32615.21,False,15813532
15576760,Onodugoadiegbemma,673,Germany,Male,36,5,73088.06,2,False,False,196142.26,False,15576760
15732102,Darling,656,Germany,Female,27,3,150905.03,2,True,False,16998.72,False,15732102
15739046,Maggard,850,Spain,Female,23,9,143054.85,1,False,True,62980.96,False,15739046
15631927,Thomas,574,Spain,Female,28,7,0.0,2,False,False,185660.3,False,15631927
15672115,Lettiere,679,France,Male,60,6,0.0,2,True,True,77331.77,False,15672115
15618765,Ponomaryov,530,Germany,Female,42,0,99948.45,1,False,True,97338.62,False,15618765
15679148,Oliver,508,France,Male,44,3,115451.05,2,False,False,67234.33,False,15679148
15728474,Chienezie,558,Germany,Male,32,4,108235.91,1,True,True,143783.28,False,15728474
15636999,Mao,414,France,Male,38,8,0.0,1,False,True,77661.12,True,15636999
15754261,Ho,648,Spain,Male,42,2,98795.61,2,True,False,89123.99,False,15754261
15629150,Lucchese,721,France,Female,37,1,0.0,2,True,False,70810.8,False,15629150
15736274,Prokhorova,751,France,Male,31,8,0.0,2,False,False,17550.49,False,15736274
15627697,Alekseyeva,662,France,Male,34,2,0.0,2,False,True,21497.27,False,15627697
15721585,Blacklock,628,Germany,Male,29,3,113146.98,2,False,True,124749.08,False,15721585
15639946,Sazonova,597,Germany,Female,39,8,162532.14,3,True,False,36051.46,True,15639946
15792176,Henty,698,Spain,Female,40,0,92053.44,1,True,True,143681.83,False,15792176
15699450,Li,723,France,Male,48,7,0.0,2,True,True,150694.58,False,15699450
15729954,Azuka,586,France,Female,28,5,0.0,3,True,False,170487.4,True,15729954
15600103,Alexander,633,Germany,Female,29,8,104944.1,1,True,True,97684.46,False,15600103
15786200,Brock,564,France,Male,31,4,0.0,2,True,False,53520.03,False,15786200
15797010,Shen,649,France,Female,31,2,0.0,2,True,False,15200.61,False,15797010
15670172,Padovesi,622,France,Female,30,4,107879.04,1,False,True,196894.62,False,15670172
15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1,True,False,4969.13,True,15627352
15622494,Mazzanti,718,France,Male,27,2,0.0,2,False,False,26229.24,False,15622494
15585835,Lord,655,Spain,Female,34,4,109783.69,2,True,False,134034.32,False,15585835
15595071,Ramos,696,France,Male,22,9,149777.0,1,True,True,198032.93,False,15595071
15628203,Pai,637,France,Female,38,3,104339.56,1,False,False,119882.86,False,15628203
15667190,Yuan,630,Spain,Female,21,1,85818.18,1,True,True,133102.3,False,15667190
15780212,Mao,592,France,Male,37,4,212692.97,1,False,False,176395.02,False,15780212
15766869,Uspenskaya,634,Germany,Male,37,1,89696.84,2,True,True,193179.88,False,15766869
15775741,Powell,608,France,Female,28,9,0.0,2,True,True,125062.02,False,15775741
15628170,Brown,565,Germany,Female,32,9,68067.24,1,True,False,143287.58,False,15628170
15701318,Poole,763,Spain,Male,67,9,148564.66,1,False,True,87236.4,False,15701318
15710928,McChesney,665,France,Female,55,8,136354.16,1,True,True,93769.89,False,15710928
15682547,Lucchese,649,France,Male,38,1,122214.0,1,False,True,88965.46,False,15682547
15631170,Clements,695,France,Male,45,3,0.0,2,True,True,30793.61,False,15631170
15648702,Yuriev,775,Germany,Male,70,6,119684.88,2,True,True,74532.02,False,15648702
15783444,Endrizzi,788,France,Female,39,3,135139.33,1,False,True,113086.08,False,15783444
15809178,Pan,569,Germany,Female,42,9,146100.75,1,True,False,32574.01,True,15809178
15806688,Manfrin,726,Spain,Female,56,8,123110.9,3,False,True,130113.78,True,15806688
15576824,Kennedy,564,Germany,Female,44,3,111760.4,3,True,True,104722.47,True,15576824
15675422,Conway,544,France,Female,32,9,110728.39,1,True,True,14559.62,False,15675422
15681550,Lablanc,614,France,Female,41,8,121558.46,1,True,True,598.8,False,15681550
15812628,Dodd,453,Germany,Female,38,8,120623.21,1,True,False,129697.99,False,15812628
15597951,Muir,471,France,Female,58,4,114713.57,1,True,True,36315.03,False,15597951
15807045,Milanesi,829,Germany,Female,37,3,103457.76,1,False,False,1114.12,False,15807045
15581748,Shen,754,Germany,Male,57,2,101134.87,2,True,True,70954.41,False,15581748
15770420,Dillon,749,Germany,Male,46,10,78136.36,2,True,True,73470.98,False,15770420
15608230,Hoelscher,667,France,Male,23,1,0.0,2,True,False,91573.19,False,15608230
15730339,Bell,670,Spain,Male,30,3,133446.34,1,False,False,3154.95,False,15730339
15712584,Liao,670,France,Female,33,7,0.0,2,True,True,88187.81,False,15712584
15592816,Udokamma,623,Germany,Female,48,1,108076.33,1,True,False,118855.26,True,15592816
15641480,Sinnett,571,France,Male,32,5,131354.25,1,True,False,125256.53,False,15641480
15708505,Palerma,641,Germany,Female,37,7,62974.64,2,False,True,39016.43,False,15708505
15791131,Chimaijem,551,Germany,Female,30,2,143340.44,1,True,False,145796.49,False,15791131
15618225,Porter,741,Germany,Male,36,8,116993.43,2,True,False,168816.22,False,15618225
15644724,Fan,472,France,Male,31,4,58662.92,2,False,True,73322.0,False,15644724
15662098,Palmer,650,Spain,Male,41,3,128808.65,3,False,False,113677.53,True,15662098
15723894,Younger,625,France,Male,45,7,137555.44,1,False,False,124607.7,False,15723894
15787699,Burke,650,Germany,Male,34,4,142393.11,1,True,True,11276.48,False,15787699
15687738,Nwagugheuzo,535,France,Female,38,8,0.0,2,True,False,136620.64,False,15687738
15576126,Young,649,France,Female,41,2,125785.23,1,True,True,70523.92,False,15576126
15658889,Watson,689,France,Male,22,4,136444.25,1,True,False,51980.25,True,15658889
15667046,Tseng,694,Spain,Male,38,7,121527.4,1,True,False,113481.02,False,15667046
15669957,Drake,655,Germany,Male,52,9,144696.75,1,True,True,49025.79,False,15669957
15655794,Hanna,620,France,Male,36,8,0.0,2,True,True,145937.99,False,15655794
15599829,Padovesi,577,France,Female,35,10,0.0,2,True,True,25161.61,False,15599829
15753332,Loftus,401,Germany,Male,48,8,128140.17,1,True,False,175753.55,True,15753332
15671124,Buccho,599,France,Male,25,6,120383.41,1,True,True,24903.09,False,15671124
15767474,Lorenzo,481,France,Female,57,9,0.0,3,True,True,169719.35,True,15767474
15720671,Ibezimako,704,France,Male,42,8,129735.3,2,True,True,179565.57,False,15720671
15626787,Wei,698,Spain,Female,31,8,185078.26,1,False,False,115337.74,True,15626787
15774491,Ross,480,France,Female,28,6,0.0,2,False,False,48131.92,False,15774491
15579647,Oluchukwu,682,France,Male,42,0,0.0,1,True,True,160828.98,False,15579647
15625522,Walker,700,Spain,Male,31,7,0.0,2,False,True,145151.96,False,15625522
15765806,Wu,492,France,Male,29,1,144591.96,1,True,True,196293.76,False,15765806
15566708,Chidalu,444,France,Female,45,4,0.0,2,True,False,161653.5,True,15566708
15668347,Ingram,624,France,Male,36,6,0.0,2,False,False,84635.64,False,15668347
15575214,Ch'en,709,France,Male,37,7,0.0,1,True,False,159486.76,False,15575214
15591123,Iredale,557,Germany,Male,68,2,100194.44,1,True,True,38596.34,False,15591123
15573280,Gallagher,646,Germany,Male,50,6,145295.31,2,True,True,27814.74,False,15573280
15589018,Padilla,719,Germany,Male,28,3,106070.29,2,True,True,183893.31,False,15589018
15654495,Potter,706,Germany,Female,47,6,120621.89,1,True,True,140803.7,False,15654495
15597265,Mao,660,France,Male,38,7,0.0,2,False,True,146585.53,False,15597265
15733876,Schneider,667,France,Male,36,9,0.0,2,True,True,40062.29,False,15733876
15677217,Ibragimova,705,France,Male,30,1,0.0,1,True,True,181300.32,False,15677217
15747265,Huang,598,Germany,Female,27,10,171283.91,1,True,True,84136.12,False,15747265
15713379,Anderson,669,France,Male,26,4,0.0,2,True,True,197594.34,False,15713379
15730433,Nakayama,580,Germany,Female,38,1,128218.47,1,True,False,125953.83,True,15730433
15693347,Gardener,676,France,Female,32,5,0.0,2,True,True,75465.41,False,15693347
15715465,Aksenova,714,Germany,Male,28,7,77776.39,1,True,False,177737.07,False,15715465
15680736,Milne,597,Germany,Female,72,6,124978.19,2,True,True,7144.46,False,15680736
15610765,Onwumelu,559,France,Male,29,1,0.0,2,False,False,155639.76,False,15610765
15650034,Kudryashova,564,France,Female,28,1,0.0,1,True,True,162428.05,False,15650034
15782468,Hart,850,Spain,Male,51,3,109799.55,2,True,True,12457.76,True,15782468
15685109,Teng,689,France,Male,39,7,0.0,2,False,False,14917.09,False,15685109
15776233,Kruglova,758,Germany,Female,61,8,125397.21,1,True,False,182184.09,True,15776233
15761141,Palerma,604,Spain,Female,71,10,0.0,2,True,True,129984.2,False,15761141
15781702,Brookes,733,Germany,Male,38,9,111347.37,2,False,True,194872.97,False,15781702
15790235,Hsing,778,Spain,Male,40,8,104291.41,2,True,True,117507.11,False,15790235
15641416,Shaffer,732,Germany,Female,61,9,94867.18,2,True,True,157527.6,True,15641416
15775234,Laurie,646,France,Male,24,8,0.0,2,False,False,92612.88,False,15775234
15659475,Chung,597,France,Female,33,6,135703.59,2,False,False,74850.84,False,15659475
15642202,Whitfield,821,Germany,Female,37,5,106453.53,2,False,True,127413.0,False,15642202
15771417,Thomas,640,France,Male,43,7,132412.38,1,False,False,69584.3,True,15771417
15585100,Rioux,511,Germany,Female,40,9,124401.6,1,True,False,198814.24,True,15585100
15700487,Osonduagwuike,805,France,Male,46,6,118022.06,3,True,False,162643.15,True,15700487
15726589,Matveyev,540,Germany,Male,39,1,82531.11,1,True,False,114092.52,False,15726589
15747503,Hayward,705,Spain,Male,44,0,184552.12,1,True,False,68860.3,True,15747503
15595883,Nkemdirim,540,Germany,Male,39,4,127278.31,1,True,True,16150.34,False,15595883
15663826,Brim,532,Spain,Female,66,3,0.0,1,True,True,115227.02,False,15663826
15742820,Trevisano,535,France,Female,45,2,0.0,2,False,True,170621.55,False,15742820
15624793,Soubeiran,627,Germany,Male,23,5,184244.86,1,True,False,103099.22,False,15624793
15597930,Wilson,646,France,Male,52,8,59669.43,1,False,False,172495.81,True,15597930
15665110,Helena,515,France,Female,25,7,79543.59,1,False,True,38772.82,False,15665110
15770719,Duncan,697,France,Female,39,6,151553.19,1,True,True,44946.29,False,15770719
15731327,Hale,652,Germany,Male,27,2,166527.88,2,False,True,146007.7,False,15731327
15576044,Macdonald,579,Germany,Male,28,6,150329.15,1,True,False,145558.42,False,15576044
15775662,McKay,760,France,Male,43,8,121911.59,1,True,False,193312.33,False,15775662
15646817,Chiekwugo,769,France,Male,51,9,156773.78,2,True,False,40257.79,False,15646817
15596060,Skinner,498,Spain,Male,29,8,127864.26,1,True,True,46677.9,False,15596060
15723299,Sorokina,774,France,Male,53,4,113709.28,1,True,True,153887.93,True,15723299
15636982,Weller,705,Germany,Female,43,7,79974.55,1,True,True,103108.33,False,15636982
15751175,Bess,648,France,Female,44,2,0.0,2,True,True,58652.23,False,15751175
15618936,MacDonald,688,France,Female,51,5,0.0,1,True,False,91624.11,True,15618936
15787529,Gray,592,Spain,Male,38,0,0.0,1,True,False,65986.48,True,15787529
15780128,Ogbonnaya,705,France,Male,33,3,144427.96,2,True,False,113845.19,False,15780128
15615991,Udegbulam,654,France,Male,42,7,99263.09,1,True,True,67607.9,False,15615991
15757001,Mai,624,France,Female,32,2,79368.87,2,True,True,145471.94,False,15757001
15595388,Yeh,594,France,Female,30,10,0.0,2,True,True,124071.71,False,15595388
15699550,Babbage,695,Spain,Female,34,9,0.0,2,True,True,67502.12,False,15699550
15581620,Franklin,597,France,Male,28,2,0.0,3,True,True,78707.97,False,15581620
15600934,Randell,758,France,Female,52,7,125095.94,1,True,False,171189.83,True,15600934
15738672,Paterson,737,Germany,Female,40,2,162485.8,2,True,False,149381.32,False,15738672
15721307,Pickering,694,Germany,Male,37,1,95668.82,2,True,False,100335.55,False,15721307
15619280,Uspensky,683,France,Male,25,4,0.0,2,True,False,152698.24,False,15619280
15768244,Macleod,538,Spain,Female,30,8,0.0,2,True,True,41192.95,False,15768244
15806837,Nnaife,669,France,Male,37,4,0.0,1,True,False,132540.33,False,15806837
15643496,Randolph,730,France,Female,34,5,74197.38,2,True,False,96875.52,False,15643496
